,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A5,A5,A5,A5,A5,A5,A5,A5,A6,A6,A6,A6,A6,A6,A6,A6,A7,A7,A7,A7,A7,A7,A7,A7,A8,A8,A8,A8,A8,A8,A8,A8,A9,A9,A9,A9,A9,A9,A9,A9,A10,A10,A10,A10,A10,A10,A10,A10,A11,A11,A11,A11,A11,A11,A11,A11,A12,A12,A12,A12,A12,A12,A12,A12,A13,A13,A13,A13,A13,A13,A13,A13,A14,A14,A14,A14,A14,A14,A14,A14
,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2
Cycle #,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2
36,6.167741935483873,56.249999999999964,56.30085470085472,-56.250000000000064,0.18618618618618651,5.7245874707234634E-15,0.0,0.0,10.676084538375973,68.74999999999997,45.81709401709403,-75.00000000000016,0.0,0.0,-0.2118833118833119,-8.673617379884035E-17,9.0423433444568,93.75000000000004,38.19042735042734,-24.99999999999998,-0.5987558987558986,6.25,0.013942513942513939,-2.168404344971009E-17,53.77452177452178,-31.250000000000043,25.558974358974357,-31.25,0.8717717717717717,-12.5,-0.01746031746031749,-4.336808689942018E-17,44.853479853479854,-18.750000000000068,9.155897435897424,-12.499999999999822,-0.30386100386100384,0.0,-0.36465036465036466,6.25,49.66381766381767,-25.00000000000002,28.498119658119652,-31.24999999999998,0.0,0.0,0.19789789789789788,0.0,41.578270388615216,6.249999999999945,23.991452991453002,-50.00000000000016,-0.524066924066924,0.0,0.24114114114114107,-6.249999999999998,49.0956450956451,-12.5,33.56547008547008,-37.49999999999998,-0.45113685113685126,6.938893903907228E-16,0.0,0.0,0.5963963963963973,-6.250000000000089,18.15555555555556,-12.500000000000167,0.02955812955812956,0.0,0.0,0.0,22.053694581280787,75.0,36.21880341880343,-87.50000000000003,0.06984126984127002,-1.474514954580286E-15,-0.7256971256971256,-1.3877787807814457E-15,28.233497536945816,31.249999999999982,28.497777777777777,-62.49999999999984,-0.07112827112827111,-3.469446951953614E-16,-0.2394680394680395,6.25,25.026600985221673,49.99999999999997,29.16205128205129,-56.25000000000014,0.6564993564993564,-12.5,0.0,0.0,4.295454545454541,62.499999999999915,26.038974358974354,18.750000000000206,0.3060489060489062,-2.7755575615628914E-15,0.47747747747747754,-6.25,0.20870870870871028,6.250000000000089,10.929914529914521,87.5,0.04354354354354358,0.0,-0.01733161733161733,-4.336808689942018E-17
37,12.353629032258068,49.99999999999994,74.76410256410254,-131.24999999999997,0.22672672672672686,-6.25,0.0,0.0,19.862513904338154,43.75000000000003,55.80512820512819,-74.99999999999976,0.0,0.0,-0.21934791934791936,6.250000000000002,19.206525769373375,68.75000000000007,53.06974358974358,-106.24999999999997,0.42067782067782067,-12.499999999999998,0.019090519090519086,-1.734723475976807E-16,67.97598697598698,-37.500000000000135,28.7076923076923,-12.500000000000021,-0.10480480480480477,6.25,-0.02698412698412698,2.7755575615628914E-15,58.03052503052503,-31.249999999999932,10.224615384615385,-12.5,-0.30785070785070784,0.0,-0.3710853710853711,6.25,62.93732193732194,-31.25,32.685128205128215,-18.75000000000002,0.0,0.0,-0.8039039039039039,12.5,57.74192665571976,-18.750000000000043,27.974358974358978,-31.250000000000178,-0.5011583011583011,6.25,-0.7759759759759759,6.25,64.3026048026048,-31.25,37.50871794871796,-18.750000000000156,-0.426941226941227,12.5,0.0,0.0,0.6837837837837778,-6.25,21.48205128205128,-18.74999999999999,0.033805233805233814,4.336808689942018E-17,0.0,0.0,37.34285714285714,6.249999999999911,42.47179487179487,-62.50000000000002,0.10793650793650798,-1.3877787807814457E-15,0.2740454740454741,1.3877787807814457E-15,41.45615763546798,-12.500000000000021,33.86564102564103,-43.75000000000018,-0.0661089661089661,0.0,-0.2283998283998284,3.469446951953614E-16,38.31822660098522,1.1102230246251565E-14,36.43692307692308,-62.50000000000002,-0.3195624195624196,6.938893903907228E-16,0.0,0.0,10.449596774193546,62.499999999999986,38.19076923076922,-43.749999999999844,0.3534105534105536,-6.25,0.481981981981982,-6.25,0.4114114114114049,8.951173136040325E-14,20.082051282051278,68.74999999999997,0.05705705705705718,0.0,-0.014500214500214501,0.0
38,20.539516129032254,31.250000000000078,87.22735042735043,-87.49999999999996,0.2672672672672672,-5.204170427930421E-15,0.0,0.0,30.04894327030033,31.250000000000032,62.79316239316238,-49.99999999999978,0.0,0.0,-0.22681252681252678,6.25,31.37070819428995,37.50000000000002,61.94905982905982,-93.75,-0.55988845988846,0.0,0.024238524238524232,2.168404344971009E-17,81.17745217745218,-37.49999999999996,31.856410256410246,-6.249999999999845,-0.08138138138138136,-6.938893903907228E-16,-0.03650793650793647,4.336808689942018E-17,70.2075702075702,-37.499999999999915,12.293333333333345,-12.500000000000178,-0.31184041184041184,-3.469446951953614E-16,-0.37752037752037754,6.25,75.21082621082621,-25.0,34.87213675213675,-6.250000000000022,0.0,0.0,0.19429429429429432,0.0,71.9055829228243,-37.49999999999996,30.957264957264954,-12.499999999999822,-0.4782496782496783,0.0,-0.7930930930930931,12.500000000000004,77.50956450956451,-37.5,41.451965811965806,-12.5,-0.4027456027456027,1.3877787807814457E-15,0.0,0.0,-0.22882882882882752,6.25,24.808547008547002,-18.749999999999822,0.03805233805233807,-1.734723475976807E-16,0.0,0.0,51.632019704433496,-18.750000000000043,47.724786324786336,-25.0,0.14603174603174593,-1.3877787807814457E-15,-0.7262119262119262,6.250000000000002,54.67881773399015,-37.50000000000002,37.23350427350429,-18.750000000000178,-0.061089661089661074,0.0,0.7826683826683827,-12.5,51.60985221674876,-24.999999999999932,40.711794871794865,-31.249999999999844,-0.2956241956241956,6.249999999999999,0.0,0.0,18.603739002932553,43.749999999999964,47.34256410256411,-56.2500000000002,0.400772200772201,-6.25,-0.5135135135135136,6.25,1.6141141141141138,-6.25,33.23418803418803,1.1102230246251565E-14,0.07057057057057056,0.0,-0.011668811668811669,-6.505213034913027E-17
39,30.72540322580645,-6.249999999999922,96.69059829059826,-56.249999999999645,0.30780780780780753,5.898059818321144E-15,0.0,0.0,42.23537263626252,6.249999999999978,67.78119658119658,-25.000000000000043,0.0,0.0,0.7657228657228657,-12.499999999999998,45.53489061920653,-6.661338147750939E-14,66.82837606837606,-31.25,-0.5404547404547405,6.249999999999998,0.02938652938652938,1.734723475976807E-16,92.37891737891738,-31.24999999999991,34.00512820512819,1.9984014443252818E-13,0.942042042042042,-12.499999999999998,-0.04603174603174596,1.3877787807814457E-15,80.38461538461539,-31.25000000000009,12.362051282051278,0.0,-0.3158301158301157,1.3877787807814457E-15,-0.383955383955384,0.0,86.48433048433048,-37.5,38.05914529914531,-6.25,0.0,0.0,0.19249249249249253,-6.249999999999999,86.06923918992884,-56.249999999999865,32.94017094017093,1.7763568394002505E-13,-0.45534105534105535,0.0,-0.8102102102102102,0.0,89.71652421652422,-37.5,44.39521367521368,-12.5,0.6214500214500216,-12.499999999999998,0.0,0.0,-0.14144144144144702,6.250000000000089,26.135042735042724,-6.249999999999822,0.0422994422994423,-1.3010426069826053E-16,0.0,0.0,64.92118226600984,-12.499999999999822,50.977777777777774,-18.75,0.18412698412698433,1.3877787807814457E-15,0.2735306735306735,0.0,65.90147783251231,-37.49999999999996,39.601367521367514,-6.249999999999822,-0.05607035607035607,0.0,-0.20626340626340625,0.0,63.90147783251231,-37.49999999999996,43.98666666666668,-6.250000000000178,-0.27168597168597164,-6.25,0.0,0.0,28.757881231671558,18.749999999999968,54.494358974358974,-43.75,-0.5518661518661521,6.249999999999998,-0.509009009009009,6.25,0.8168168168168226,6.250000000000089,45.386324786324785,-43.74999999999998,0.08408408408408416,1.3877787807814457E-15,-0.008837408837408836,8.673617379884035E-17
40,39.91129032258065,-18.750000000000068,104.15384615384615,-43.75,0.34834834834834877,-6.249999999999999,0.0,0.0,54.421802002224695,-24.99999999999998,71.76923076923077,-12.500000000000044,0.0,0.0,0.7582582582582582,-12.5,59.699073044123104,-25.000000000000068,70.7076923076923,-6.25,-0.521021021021021,-1.3877787807814457E-15,0.034534534534534526,0.0,102.58038258038259,-25.0,37.15384615384616,-6.250000000000155,-1.0345345345345345,12.5,-0.05555555555555545,1.3877787807814457E-15,89.56166056166056,-25.0,13.430769230769238,6.25,-0.31981981981981983,0.0,0.6096096096096095,-6.249999999999999,96.75783475783476,-43.75,40.24615384615384,-12.499999999999822,0.0,0.0,0.19069069069069064,0.0,96.23289545703338,-37.5,35.923076923076934,-6.250000000000178,-0.4324324324324324,6.25,0.17267267267267264,-6.25,99.92348392348393,-31.25,47.33846153846153,-12.5,-0.3543543543543542,6.25,0.0,0.0,-0.05405405405405231,0.0,28.461538461538474,-6.250000000000178,0.04654654654654655,2.1684043449710089E-16,0.0,0.0,78.2103448275862,-31.249999999999957,55.23076923076924,-18.75,0.2222222222222223,-1.3877787807814457E-15,0.2732732732732732,-6.25,75.12413793103448,-24.999999999999957,42.96923076923077,-6.249999999999822,-0.05105105105105104,0.0,-0.1951951951951952,6.25,74.19310344827586,-31.25000000000009,47.261538461538464,-12.5,-0.24774774774774785,-1.3877787807814457E-15,0.0,0.0,39.91202346041056,-12.500000000000068,59.64615384615384,-31.249999999999822,-0.5045045045045047,6.25,-0.5045045045045046,6.25,2.0195195195195175,0.0,55.53846153846154,-56.24999999999996,0.09759759759759754,2.7755575615628914E-15,-0.006006006006006003,0.0
41,48.09717741935484,-18.750000000000068,109.61709401709403,-25.000000000000355,0.3888888888888891,-6.25,0.0,0.0,65.60823136818688,-18.750000000000043,75.75726495726497,-18.75,0.0,0.0,-0.2492063492063492,6.25,71.86325546903967,-24.999999999999957,75.58700854700854,-18.75,-0.5015873015873015,-6.25,0.03968253968253967,-1.734723475976807E-16,111.78184778184779,-25.0,39.302564102564105,-1.7763568394002505E-13,-0.011111111111111136,6.249999999999998,-0.06507936507936515,1.4311468676808659E-15,97.73870573870573,-24.99999999999991,14.49948717948717,1.6653345369377348E-13,-0.3238095238095237,-6.938893903907228E-16,-0.39682539682539686,6.25,104.03133903133903,-18.75,42.4331623931624,-6.25,0.0,6.25,0.18888888888888886,0.0,105.39655172413794,-18.75000000000009,37.90598290598291,-6.250000000000178,-0.40952380952380946,6.938893903907228E-16,-0.8444444444444443,6.249999999999999,109.13044363044364,-31.25,49.281709401709406,0.0,-0.33015873015873015,12.499999999999996,0.0,0.0,0.03333333333332819,1.734723475976807E-16,29.788034188034196,-6.250000000000178,0.05079365079365081,1.734723475976807E-16,0.0,0.0,90.49950738916256,-43.75000000000018,56.48376068376068,0.0,0.2603174603174603,1.734723475976807E-16,0.27301587301587293,-6.250000000000002,84.34679802955665,-25.0,44.337094017094024,-1.7763568394002505E-13,-0.046031746031746035,0.0,-0.1841269841269841,6.25,83.48472906403941,-25.00000000000009,50.53641025641025,-18.749999999999822,-1.223809523809524,12.499999999999998,0.0,0.0,50.066165689149564,-18.75000000000002,63.79794871794873,-18.750000000000178,-0.4571428571428573,6.249999999999998,-0.49999999999999994,6.938893903907228E-16,2.2222222222222263,-6.250000000000002,63.690598290598295,-62.49999999999996,0.11111111111111113,-6.25,-0.003174603174603171,-8.673617379884035E-17
42,56.28306451612903,-24.999999999999957,114.08034188034186,-12.5,-0.5705705705705705,6.249999999999998,0.0,0.0,74.79466073414906,-12.500000000000089,78.74529914529916,-12.5,0.0,-6.25,-0.2566709566709567,12.5,84.02743789395625,-25.000000000000043,78.46632478632478,-12.5,-0.48215358215358217,-6.249999999999999,0.04483054483054482,0.0,119.983312983313,-25.00000000000009,41.45128205128205,-6.25,0.01231231231231227,-6.249999999999999,-0.07460317460317464,1.3444106938820255E-15,104.91575091575092,-25.00000000000009,15.56820512820513,-1.1102230246251565E-14,-0.3277992277992278,6.938893903907228E-16,0.5967395967395968,-6.938893903907228E-16,111.3048433048433,-12.5,43.62017094017096,6.249999999999822,0.0,0.0,0.18708708708708707,0.0,114.56020799124246,-31.25,39.888888888888886,1.7763568394002505E-13,0.6133848133848134,-12.5,0.13843843843843853,-6.250000000000002,117.33740333740334,-31.25,51.224957264957254,6.25,0.694036894036894,-6.249999999999997,0.0,0.0,0.1207207207207229,-1.734723475976807E-16,31.114529914529918,-6.25,0.055040755040755035,1.734723475976807E-16,0.0,0.0,99.7886699507389,-31.25,59.736752136752145,6.25,0.2984126984126987,-2.949029909160572E-15,0.27275847275847265,1.3877787807814457E-15,91.56945812807882,-25.00000000000009,47.70495726495728,-6.250000000000178,-0.041012441012441,0.0,-0.17305877305877307,6.249999999999999,91.77635467980295,-24.99999999999991,51.81128205128206,-1.7763568394002505E-13,-0.1998712998712999,0.0,0.0,0.0,59.220307917888555,-6.249999999999867,66.94974358974359,-6.25,-0.4097812097812099,6.25,0.5045045045045045,-6.25,2.424924924924921,0.0,68.84273504273506,-43.75000000000022,0.12462462462462473,-1.3877787807814457E-15,-3.432003432003529E-4,8.673617379884035E-17
43,62.468951612903226,-12.499999999999956,118.54358974358975,-18.75,-0.5300300300300301,12.499999999999998,0.0,0.0,85.98109010011123,-37.499999999999915,80.73333333333335,6.249999999999822,0.0,-6.25,-0.2641355641355641,-3.469446951953614E-16,94.19162031887282,-18.75,81.34564102564102,0.0,-1.4627198627198628,6.250000000000003,0.04997854997854997,0.0,127.1847781847782,-25.00000000000009,44.599999999999994,-6.25,0.03573573573573568,-5.421010862427522E-17,-0.08412698412698413,-1.3877787807814457E-15,111.09279609279609,-25.0,16.63692307692309,-6.250000000000167,-0.3317889317889317,0.0,0.5903045903045903,-6.249999999999999,118.57834757834758,-25.0,45.80717948717949,6.25,1.0,-12.5,0.1852852852852853,0.0,121.72386425834702,-25.0,41.87179487179486,6.250000000000178,-0.3637065637065637,0.0,0.12132132132132137,-6.25,123.54436304436305,-18.75,54.16820512820513,0.0,0.7182325182325182,-6.249999999999998,0.0,0.0,0.2081081081081034,-1.734723475976807E-16,32.44102564102564,-6.25,0.05928785928785929,1.734723475976807E-16,0.0,0.0,109.07783251231525,-18.749999999999822,61.98974358974358,0.0,0.33650793650793664,0.0,-0.7274989274989274,12.499999999999998,98.79211822660099,-25.00000000000009,49.072820512820506,1.7763568394002505E-13,-0.03599313599313597,-1.734723475976807E-16,0.8380094380094381,-12.5,99.0679802955665,-18.75,54.08615384615385,18.75,-0.17593307593307592,-6.25,0.0,0.0,68.37445014662757,-6.249999999999956,70.10153846153845,1.7763568394002505E-13,0.6375804375804375,-6.25,-0.49099099099099097,0.0,2.62762762762763,0.0,71.99487179487181,-2.220446049250313E-13,-0.8618618618618619,12.5,0.0024882024882024794,8.131516293641283E-17
44,68.65483870967742,0.0,122.00683760683758,-18.749999999999734,-0.48948948948948984,12.5,0.0,0.0,93.16751946607341,-24.999999999999822,83.72136752136754,6.249999999999645,-1.0,6.25,0.7283998283998284,-18.750000000000004,104.35580274378938,-12.499999999999911,84.22495726495725,0.0,-1.4432861432861432,6.249999999999999,0.055126555126555114,4.336808689942018E-17,133.3862433862434,-18.75,44.74871794871794,31.25,0.059159159159159085,-5.421010862427522E-17,-0.09365079365079362,-2.949029909160572E-15,116.26984126984127,-18.749999999999822,17.70564102564102,-12.499999999999812,-0.3357786357786357,-3.469446951953614E-16,0.5838695838695839,0.0,123.85185185185185,-12.5,47.99418803418805,-1.3322676295501878E-13,0.0,0.0,0.1834834834834835,1.734723475976807E-16,127.88752052545155,-6.249999999999645,43.854700854700866,12.499999999999822,-0.34079794079794073,6.249999999999999,-0.8957957957957958,18.75,129.75132275132276,-12.500000000000178,56.11145299145298,6.250000000000178,0.7424281424281425,0.0,0.0,0.0,0.2954954954954981,-8.89913143176102E-14,32.76752136752136,6.250000000000044,0.06353496353496355,0.0,0.0,0.0,116.36699507389162,2.6645352591003757E-13,65.24273504273505,-6.2500000000002665,0.3746031746031746,5.551115123125783E-15,0.2722436722436723,-1.3877787807814457E-15,104.01477832512315,-12.5,51.44068376068376,6.250000000000133,-0.03097383097383097,2.1684043449710089E-16,0.849077649077649,-18.75,105.35960591133005,-6.250000000000178,56.361025641025634,25.000000000000355,-0.15199485199485194,-1.734723475976807E-16,0.0,0.0,77.52859237536657,-12.500000000000044,73.25333333333334,-2.6645352591003757E-13,0.6849420849420849,-6.25,0.5135135135135135,-12.499999999999998,2.8303303303303244,9.159339953157541E-14,75.14700854700854,25.000000000000178,0.1516516516516517,-1.214306433183765E-15,0.005319605319605312,-6.0986372202309624E-18
45,74.84072580645162,0.0,124.47008547008546,-12.49999999999929,0.5510510510510506,12.5,0.0,0.0,100.3539488320356,0.0,86.7094017094017,-3.552713678800501E-13,-1.0,12.5,-0.27906477906477906,-25.0,113.51998516870597,-12.499999999999645,87.1042735042735,0.0,-1.4238524238524237,0.0,0.06027456027456026,0.0,138.5877085877086,-12.5,48.897435897435884,50.0,0.08258258258258248,-8.673617379884035E-17,-0.10317460317460334,-2.7755575615628914E-15,120.44688644688645,-12.499999999999822,17.774358974358982,-12.499999999999645,-0.3397683397683397,0.0,0.5774345774345775,0.0,129.12535612535612,0.0,50.18119658119658,-3.552713678800501E-13,0.0,12.5,0.18168168168168172,0.0,134.0511767925561,3.552713678800501E-13,46.83760683760684,12.499999999999645,-0.3178893178893179,-1.3877787807814457E-15,0.08708708708708704,25.0,134.95828245828247,-12.5,59.054700854700855,12.500000000000355,0.7666237666237667,0.0,0.0,0.0,0.3828828828828786,-1.7728873924482969E-13,34.09401709401708,12.5,0.0677820677820678,0.0,0.0,0.0,124.65615763546798,12.5,67.49572649572649,-12.500000000000355,0.412698412698413,5.551115123125783E-15,0.271986271986272,-12.5,109.23743842364532,1.7763568394002505E-13,53.808547008547016,0.0,-0.02595452595452594,3.469446951953614E-16,-0.13985413985413983,-12.499999999999996,111.65123152709359,-1.7763568394002505E-13,60.63589743589745,25.000000000000355,-0.12805662805662796,0.0,0.0,0.0,85.68273460410558,-12.5,76.40512820512821,-3.552713678800501E-13,0.7323037323037322,0.0,-0.481981981981982,-25.0,3.0330330330330333,1.7763568394002505E-13,80.2991452991453,25.000000000000355,0.16516516516516508,-12.500000000000004,0.008151008151008143,-1.0842021724855044E-17

Results Table
Site ID,Protocol,Sample ID,Sample Type,Notes,Status,FAM Std/Res,FAM Ct,Cy3 Std/Res,Cy3 Ct,TxR Std/Res,TxR Ct,Cy5 Std/Res,Cy5 Ct
A1,Legionella v2 Express-FAM/Cy3,dotA- 455,UNKN,,OK,POS,38.93,POS,34.88,NEG,0.00,NEG,0.00
A2,Legionella v2 Express-FAM/Cy3,dotA- 456,UNKN,,OK,POS,38.00,POS,34.88,NEG,0.00,NEG,0.00
A3,Legionella v2 Express-FAM/Cy3,dotA- 457,UNKN,,OK,POS,37.89,POS,35.48,NEG,0.00,NEG,0.00
A4,Legionella v2 Express-FAM/Cy3,dotA- 458,UNKN,,OK,POS,34.53,POS,37.41,NEG,0.00,NEG,0.00
A5,Legionella v2 Express-FAM/Cy3,dotA- 459,UNKN,,OK,POS,34.95,NEG,0.00,NEG,0.00,NEG,0.00
A6,Legionella v2 Express-FAM/Cy3,dotA- 460,UNKN,,OK,POS,34.69,POS,36.36,NEG,0.00,NEG,0.00
A7,Legionella v2 Express-FAM/Cy3,dotA- 461,UNKN,,OK,POS,35.24,POS,37.68,NEG,0.00,NEG,0.00
A8,Legionella v2 Express-FAM/Cy3,dotA- 462,UNKN,,OK,POS,34.74,POS,35.40,NEG,0.00,NEG,0.00
A9,Legionella v2 Express-FAM/Cy3,dotA- 463,UNKN,,OK,NEG,0.00,POS,41.16,NEG,0.00,NEG,0.00
A10,Legionella v2 Express-FAM/Cy3,dotA- 464,UNKN,,OK,POS,36.52,POS,35.49,NEG,0.00,NEG,0.00
A11,Legionella v2 Express-FAM/Cy3,dotA- 465,UNKN,,OK,POS,36.13,POS,36.28,NEG,0.00,NEG,0.00
A12,Legionella v2 Express-FAM/Cy3,dotA- 466,UNKN,,OK,POS,36.37,POS,36.12,NEG,0.00,NEG,0.00
A13,Legionella v2 Express-FAM/Cy3,dotA- 467,UNKN,,OK,POS,39.11,POS,36.33,NEG,0.00,NEG,0.00
A14,Legionella v2 Express-FAM/Cy3,dotA- 468,UNKN,,OK,NEG,0.00,POS,37.75,NEG,0.00,NEG,0.00

Analysis Settings
Ch #,Dye Name,Usage,Bkgnd Sub,Bkgnd Min Cycle,Bkgnd Max Cycle,Curve Analysis,Thresh Setting,Manual Thresh Fluor Units,Auto Thresh #SD's,Auto Min Cycle,Auto Max Cycle,Valid Min Cycle,Valid Max Cycle,Boxcar Avg Cycles,Target
1,FAM,Assay,ON,5,40,Primary Curve,Manual,30.0,NA,5,10,3,60,0
2,Cy3,Assay,ON,5,30,Primary Curve,Manual,30.0,NA,5,10,3,60,0
3,TxR,Assay,ON,5,40,Primary Curve,Manual,30.0,NA,5,10,3,60,0
4,Cy5,Assay,ON,5,40,Primary Curve,Manual,30.0,NA,5,10,3,60,0
